Name,Team,PA,BB%,K%,BB/K,Barrel%,HardHit%,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,UBR,wGDP,wSB,wRC,wRAA,wOBA,wRC+,R,H,BB,HR,RBI,SB,qual_periods
Yan Gomes,CHC,-2,0,-11.1,0,-2.8,9.600000000000001,-0.08000000000000002,-0.062,-0.098,-0.15900000000000003,-0.018000000000000002,2.3000000000000003,-0.097,0,0,0,-2,-2.1,-0.068,-46,1,-4,0,-1,1,0,2
Didi Gregorius,PHI,-23,1.4999999999999991,1.4999999999999982,0.04999999999999999,-2.9,-6.200000000000003,-0.095,-0.08699999999999997,-0.10299999999999998,-0.1899999999999999,-0.008000000000000007,0,-0.11200000000000002,-0.1,-0.09999999999999998,0.1,-5,-2.7,-0.08000000000000002,-54,-2,-9,-1,0,-4,0,2
Luis Robert,CHW,-3,2.8000000000000003,7.400000000000002,0.06999999999999998,-2.9000000000000004,-3.5,-0.019999999999999962,-0.013999999999999957,0.09699999999999998,0.08400000000000007,0.11700000000000002,-2.5000000000000004,-0.02300000000000002,-0.09999999999999998,0,-1.2,2,2.1,0.035999999999999976,25,4,-2,2,3,-3,-4,2
Jose Altuve,HOU,-9,10.2,-10.499999999999998,1.2200000000000002,-3.0999999999999996,-0.20000000000000284,0.0040000000000000036,0.06500000000000006,-0.014000000000000012,0.04999999999999993,-0.019000000000000017,2.9999999999999996,-0.03999999999999998,0.10000000000000009,0,1,0,0.5999999999999996,0.02200000000000002,16,-4,-4,6,-1,0,5,2
Willi Castro,DET,11,6,2.1000000000000014,0.3,-3.1,15.100000000000001,-0.008000000000000007,0.043999999999999984,-0.13400000000000006,-0.08999999999999997,-0.126,3.0999999999999996,0.033999999999999975,0.10000000000000003,0,0.6,1,-0.9000000000000001,-0.020999999999999963,-15,-1,2,3,-1,0,3,2
Willson Contreras,CHC,-15,2.1999999999999993,5.200000000000003,0,-3.1999999999999997,10.199999999999996,0.007000000000000006,0.018000000000000016,-0.07700000000000001,-0.06000000000000005,-0.084,-0.6000000000000001,0.063,-0.09999999999999998,0.1,-0.6,-3,-1.1,-0.01699999999999996,-12,1,-3,0,-2,1,-1,2
Victor Robles,WSN,-5,3.5999999999999996,5,0.10000000000000009,-3.3,-15,0.0040000000000000036,0.016000000000000014,-0.05300000000000002,-0.03599999999999992,-0.057,-3.8000000000000007,0.02799999999999997,0,-0.1,0.39999999999999997,0,-0.10000000000000009,-0.008000000000000007,-5,-5,-1,1,0,1,2,2
Gary Sanchez,MIN,-14,-4.300000000000001,-2.8000000000000007,-0.12999999999999995,-3.3000000000000007,-4.800000000000004,0.027000000000000024,-0.009000000000000008,0.068,0.05900000000000005,0.04099999999999998,-1.2999999999999998,-0.01100000000000001,0.10000000000000003,0,0,0,1.1,0.019000000000000017,13,-3,-1,-3,1,3,0,2
Teoscar Hernandez,TOR,-1,4.3,0.3999999999999986,0.13,-3.3000000000000007,0.7000000000000028,0.032999999999999974,0.061,0.018000000000000016,0.07999999999999996,-0.014999999999999986,-0.3999999999999999,0.06400000000000006,0,0,0.19999999999999998,2,2,0.03600000000000003,26,-3,1,3,0,-3,1,2
Jacob Stallings,MIA,-6,-4.3,-1.6000000000000014,-0.16999999999999998,-3.4,-5.100000000000001,-0.03600000000000003,-0.07100000000000001,-0.11300000000000002,-0.184,-0.07700000000000001,-0.30000000000000004,-0.024999999999999994,0,0.1,0,-2,-1.8000000000000003,-0.083,-56,-2,-2,-2,-1,-2,0,2
Nico Hoerner,CHC,3,1.3000000000000007,8.6,-0.56,-3.4,-1.8999999999999986,0.06099999999999994,0.059,0.05199999999999999,0.1110000000000001,-0.008000000000000007,0.7000000000000002,0.10799999999999998,0,0,0.4,3,2.6,0.046999999999999986,32,2,5,1,0,-2,2,2
Andres Gimenez,CLE,1,-1.5999999999999996,5.9,-0.20999999999999996,-3.5,2.1000000000000014,-0.119,-0.06500000000000006,-0.15300000000000002,-0.21900000000000008,-0.03399999999999999,0.3999999999999999,-0.13,0,0,-0.19999999999999998,-3,-3.7,-0.07399999999999995,-52,1,-7,-1,0,1,-1,2
Elias Diaz,COL,5,-3.4000000000000004,13.299999999999999,-0.55,-3.5000000000000004,-10.299999999999997,-0.04200000000000001,-0.06499999999999995,-0.13,-0.19500000000000006,-0.088,-1.8,0.027000000000000024,-0.1,0,0,-2,-2.4000000000000004,-0.07999999999999996,-54,0,0,-1,-1,-6,0,2
Gio Urshela,MIN,-14,-6.2,-3.5,-0.27,-3.6000000000000005,2.6000000000000014,0.08100000000000002,0.03200000000000003,0.09400000000000003,0.126,0.01200000000000001,-2.6999999999999997,0.06599999999999995,0,0.09999999999999998,0,1,2.5,0.05099999999999999,36,-1,2,-4,1,0,0,2
Dylan Carlson,STL,10,-13.6,12.600000000000001,-0.85,-3.6999999999999993,-9.899999999999999,0.022999999999999993,-0.07400000000000001,-0.04999999999999999,-0.12400000000000011,-0.07199999999999998,2.8,0.10199999999999998,0.09999999999999998,0,-0.19999999999999998,-1,-2.5,-0.06,-40,2,5,-7,-1,1,-1,2
Kyle Farmer,CIN,-21,-2.5,17.9,-0.77,-3.6999999999999997,4,-0.138,-0.09400000000000003,-0.124,-0.21800000000000008,0.012999999999999998,-1.2000000000000002,-0.10699999999999998,0.10000000000000003,0.09999999999999998,-0.6,-7,-4.1,-0.08199999999999996,-56,-3,-12,-3,1,-4,-1,2
Austin Wynns,SFG,-3,-2.200000000000001,7.900000000000002,-0.21000000000000005,-3.8,24.9,-0.035,-0.055999999999999994,-0.187,-0.24199999999999994,-0.15200000000000002,-0.2999999999999998,0.006000000000000005,0,0.09999999999999998,0,-3,-2.6,-0.09899999999999998,-67,-2,-2,-1,-1,-2,0,2
Paul Goldschmidt,STL,-3,-5.1,13.600000000000001,-0.54,-3.8999999999999986,-6.5,-0.017000000000000015,-0.031000000000000028,-0.16099999999999998,-0.19199999999999995,-0.146,2.8,0.10300000000000009,0,0,0.4,-5,-4.199999999999999,-0.069,-47,-5,-1,-4,-3,-8,2,2
Lane Thomas,WSN,-18,-9.4,-2.200000000000003,-0.43000000000000005,-3.9,-18.200000000000003,-0.04199999999999998,-0.11199999999999996,-0.07,-0.18199999999999994,-0.02800000000000001,-1.2,-0.05999999999999997,0.1,0,0.1,-6,-3.9,-0.086,-58,-8,-5,-7,-1,-3,0,2
Adolis Garcia,TEX,-10,1,6.699999999999999,-0.030000000000000027,-4,0.7999999999999972,-0.18299999999999994,-0.15899999999999997,-0.359,-0.5189999999999999,-0.17600000000000002,-1,-0.158,0,0,-0.5,-13,-11.6,-0.20800000000000002,-146,-11,-14,0,-5,-7,-3,2
Anthony Santander,BAL,21,-2.5999999999999996,-11.599999999999998,0.14,-4,-17.299999999999997,-0.03200000000000003,-0.06799999999999995,-0.15800000000000003,-0.2260000000000001,-0.127,1,-0.03700000000000003,-0.1,0.1,0,-1,-3.6,-0.09500000000000003,-66,2,4,0,-2,4,0,2
Harold Ramirez,TBR,25,-4.199999999999999,6.000000000000002,-0.58,-4.1,18.8,0.025000000000000022,0.014000000000000012,0.007000000000000006,0.02200000000000002,-0.016999999999999987,1.7999999999999998,0.08399999999999996,0,0,0.2,6,2.9000000000000004,0.01100000000000001,8,7,11,0,0,3,1,2
Jesus Sanchez,MIA,27,4,-2.900000000000002,0.2,-4.3999999999999995,-6.600000000000001,-0.08300000000000002,-0.043999999999999984,-0.269,-0.31399999999999995,-0.187,-4.6,-0.04899999999999999,-0.1,0,-0.2,-3,-6,-0.118,-80,-2,0,4,-2,-4,-1,2
Christian Yelich,MIL,-25,4.800000000000001,-2.6999999999999993,0.32000000000000006,-4.5,-6.600000000000001,-0.03199999999999997,0.02100000000000002,-0.01200000000000001,0.009000000000000008,0.020000000000000004,2.9000000000000004,-0.04300000000000004,-0.2,0,-0.39999999999999997,-4,-0.3999999999999999,0.01200000000000001,8,-1,-10,0,-1,0,-2,2
Kevin Kiermaier,TBR,-4,7.299999999999999,-11.8,0.56,-4.5,1.7000000000000028,-0.08099999999999999,-0.017000000000000015,-0.128,-0.1449999999999999,-0.047,-0.6000000000000001,-0.14300000000000002,0,0,0.2,-2,-1.3,-0.04999999999999993,-35,-3,-4,2,-1,3,-1,2
William Contreras,ATL,-4,8.2,-2.3000000000000007,0.35,-4.699999999999999,1,0.04500000000000001,0.10199999999999998,0.055999999999999994,0.15900000000000014,0.01100000000000001,-4.4,0.059,0,0,-0.2,2,2.3,0.07199999999999995,48,-2,0,3,0,1,-1,2
Isaac Paredes,TBR,25,5.800000000000001,10.600000000000001,0.07,-4.7,4.300000000000004,-0.037000000000000005,-0.0020000000000000018,-0.312,-0.31400000000000006,-0.276,0.7999999999999998,0.121,0.1,-0.1,-0.5,0,-2.8,-0.10800000000000004,-76,1,4,5,-3,-2,0,2
Jarren Duran,BOS,16,-0.5999999999999996,12.100000000000001,-0.22999999999999998,-4.799999999999999,-7.600000000000001,-0.1,-0.09499999999999997,-0.133,-0.2280000000000001,-0.033,-4.7,-0.09000000000000002,-0.10000000000000003,0.1,-0.8,-1,-3,-0.09299999999999997,-66,0,0,1,1,1,-2,2
Jonathan Schoop,DET,5,1.4000000000000001,-6.5,0.1,-4.8,5.399999999999999,0.10299999999999998,0.12099999999999994,0.033999999999999975,0.15499999999999992,-0.07,5.9,0.124,0,0,0.7,4,3.3,0.07000000000000003,49,7,7,1,-1,-2,4,2
Rafael Devers,BOS,-17,-5.299999999999999,6.299999999999999,-0.54,-4.899999999999999,-10.299999999999997,0.013999999999999957,-0.08500000000000008,-0.12699999999999995,-0.21199999999999997,-0.14100000000000001,-2.6999999999999997,0.08299999999999996,0,-0.1,-0.6,-8,-5.4,-0.08500000000000002,-59,-7,-1,-5,-3,-6,-1,2
Willy Adames,MIL,-2,7.3,-2.1999999999999993,0.30000000000000004,-4.9,-12.399999999999999,0.03900000000000001,0.094,-0.03899999999999998,0.05399999999999994,-0.07799999999999999,2.4,0.10400000000000004,0,0,0.1,2,1.7,0.030999999999999972,21,1,1,5,-3,-3,1,2
Carlos Correa,MIN,0,14.899999999999999,-6,1,-5.1,1.1999999999999957,-0.15299999999999997,-0.030000000000000027,-0.19499999999999995,-0.22499999999999998,-0.04200000000000001,-0.19999999999999996,-0.23,0,0,0,-5,-4.5,-0.08400000000000007,-59,-2,-12,10,-1,1,0,2
Giancarlo Stanton,NYY,-10,-14.7,5.400000000000002,-0.7000000000000001,-5.1,10.199999999999996,0.09100000000000003,-0.04299999999999998,0.18199999999999994,0.13900000000000012,0.09099999999999997,-0.7999999999999999,0.10200000000000001,0,0,0.1,1,1.8000000000000003,0.04099999999999998,28,-2,5,-11,2,0,0,2
Avisail Garcia,MIA,-4,-3.5,4.099999999999998,-0.14,-5.199999999999999,-9,0.0050000000000000044,-0.033999999999999975,-0.11100000000000004,-0.14500000000000002,-0.116,-1.3,0.03999999999999998,0,0,0,-3,-2.5,-0.05999999999999994,-41,-4,0,-2,-1,0,0,2
Corey Seager,TEX,-3,0.40000000000000036,-14.4,1.1,-5.300000000000001,15.199999999999996,0.11599999999999999,0.124,0.19999999999999996,0.32300000000000006,0.08399999999999999,-2.8000000000000003,0.062,0,0,-0.2,7,7,0.12200000000000005,86,2,6,0,2,9,-1,2
Gavin Lux,LAD,3,3.1999999999999993,-1,0.19999999999999996,-5.300000000000001,8.899999999999999,0.027000000000000024,0.052000000000000046,0.019000000000000017,0.07099999999999995,-0.008000000000000007,-1.5,0.041000000000000036,0,0,-0.2,2,1.6999999999999997,0.03500000000000003,24,-1,2,2,0,-2,-1,2
Ryan McMahon,COL,-10,-4.6,-11.099999999999998,0.06000000000000005,-5.4,-4.5,-0.01100000000000001,-0.02699999999999997,-0.05300000000000005,-0.07999999999999996,-0.04200000000000001,7.3999999999999995,-0.04799999999999999,-0.09999999999999998,-0.1,1.2,-2,-1.5,-0.030999999999999972,-22,3,-2,-4,-1,-7,4,2
Luke Voit,SDP,-32,3.6999999999999993,-5.299999999999997,0.16999999999999998,-5.600000000000001,-4.799999999999997,-0.024999999999999994,0.0050000000000000044,-0.22800000000000004,-0.2220000000000001,-0.203,-1,-0.01200000000000001,0.29999999999999993,0.1,-0.1,-7,-4.1,-0.07399999999999995,-50,-8,-8,-1,-4,-15,0,2
Stephen Vogt,OAK,0,-9.1,3.1000000000000014,-0.39,-5.7,1.1000000000000014,-0.05000000000000002,-0.15099999999999997,-0.167,-0.31899999999999995,-0.11700000000000002,-0.19999999999999996,-0.031,0,0,0,-4,-3.8,-0.147,-103,-2,-1,-3,-1,2,0,2
Hunter Dozier,KCR,-4,-3,-5.5,-0.05999999999999994,-5.800000000000001,-2.6000000000000014,0.08299999999999999,0.04199999999999998,0.16500000000000004,0.20600000000000007,0.08199999999999999,-1.4000000000000004,0.08199999999999996,0.09999999999999998,0,0.3,3,3.3,0.07700000000000001,55,-5,4,-2,0,6,-1,2
Ian Happ,CHC,2,-3.0999999999999996,9.299999999999997,-0.31999999999999995,-5.999999999999999,-14.5,-0.066,-0.08100000000000007,-0.10999999999999999,-0.19000000000000006,-0.04299999999999998,-1.3000000000000003,-0.027000000000000024,0,0,0,-4,-4.1,-0.07400000000000007,-50,1,-3,-2,-1,-2,0,2
Christian Walker,ARI,-6,9.7,2.6999999999999993,0.42999999999999994,-6.1,-1,-0.03,0.029000000000000026,-0.17800000000000005,-0.14900000000000013,-0.14799999999999996,-1.0999999999999999,0.01200000000000001,-0.09999999999999998,0,0,-3,-2.4000000000000004,-0.03799999999999998,-25,2,-4,6,-3,-5,0,2
Orlando Arcia,ATL,2,4.1,10.399999999999999,-0.010000000000000009,-6.1,-8.5,-0.18,-0.10499999999999995,-0.35900000000000004,-0.4630000000000001,-0.17900000000000002,0.8999999999999999,-0.138,0,0,0,-6,-6,-0.16799999999999998,-113,-1,-7,2,-2,-1,0,2
Freddie Freeman,LAD,6,-3.3999999999999995,-16.5,0.19000000000000006,-6.299999999999999,-14.299999999999997,0.038000000000000034,0.006000000000000005,0.026000000000000023,0.03200000000000003,-0.013000000000000012,-3.3000000000000003,-0.066,0,0,0,1,0.8999999999999995,0.003999999999999948,3,-2,5,-2,0,-4,0,2
Trey Mancini,BAL,9,-4.300000000000001,-3.900000000000002,-0.12,-6.299999999999999,-10.700000000000003,0.057999999999999996,0.0020000000000000018,-0.01100000000000001,-0.009000000000000008,-0.06899999999999999,-0.4999999999999999,0.08299999999999996,-0.10000000000000003,0.1,0,0,-0.6000000000000001,-0.01200000000000001,-8,-1,6,-2,-1,3,0,2
Tommy Pham,CIN,-2,-2.5999999999999996,4.900000000000002,-0.15,-6.3,-6.799999999999997,-0.0040000000000000036,-0.032999999999999974,-0.14400000000000007,-0.17700000000000005,-0.14,2,0.061999999999999944,0,0,-0.2,-4,-4,-0.06999999999999995,-48,-4,0,-2,-3,-1,1,2
Will Smith,LAD,-5,6.300000000000001,5.200000000000001,0.22999999999999998,-6.300000000000001,-3.299999999999997,-0.065,0.01200000000000001,-0.15599999999999997,-0.1439999999999999,-0.09100000000000003,-0.30000000000000004,-0.030999999999999972,0,0,0,-3,-2.8,-0.04600000000000004,-31,-3,-7,4,-2,-1,0,2
Patrick Wisdom,CHC,6,-1.1000000000000014,1.5,-0.050000000000000044,-6.399999999999999,3.1999999999999957,-0.05199999999999999,-0.03999999999999998,0.007000000000000006,-0.03400000000000003,0.057999999999999996,4.4,-0.09399999999999997,0,0,1.2,0,-0.8,-0.01699999999999996,-12,3,-2,0,1,2,4,2
Lourdes Gurriel Jr.,TOR,2,4.699999999999999,-3.799999999999999,0.32,-6.5,-6.899999999999999,-0.040000000000000036,-0.029000000000000026,-0.09299999999999997,-0.123,-0.05299999999999999,2.3,-0.06,0,0,0.2,-2,-2.5999999999999996,-0.05499999999999999,-38,-1,-2,3,-1,-8,1,2
Robbie Grossman,DET,6,0.7999999999999989,-4.800000000000001,0.09000000000000002,-6.5,-6.799999999999997,-0.047000000000000014,-0.032999999999999974,-0.122,-0.15499999999999992,-0.07500000000000001,4.6,-0.03999999999999998,-0.09999999999999998,0,0.6,-2,-2.7,-0.056999999999999995,-40,-1,-1,1,-2,-5,1,2
A.J. Pollock,CHW,-33,0.10000000000000053,11.399999999999999,-0.15,-6.6000000000000005,-8.799999999999997,-0.09200000000000003,-0.09499999999999997,-0.20500000000000004,-0.2989999999999999,-0.11200000000000002,-3.8000000000000003,-0.05999999999999994,0.1,-0.09999999999999998,0.1,-9,-5.4,-0.12099999999999997,-85,-11,-13,-2,-1,-9,0,2
Daniel Vogelbach,PIT,-5,7.800000000000001,-6.300000000000001,0.53,-6.800000000000001,-8.399999999999999,0.176,0.20800000000000002,0.352,0.56,0.176,-2.1,0.19299999999999998,0,0,-0.1,10,10.6,0.219,148,-2,7,4,2,3,0,2
Gleyber Torres,NYY,-7,3,-6.200000000000003,0.34999999999999987,-7.1,-5.299999999999997,0.10199999999999998,0.10000000000000003,-0.066,0.03400000000000003,-0.169,-0.6000000000000005,0.14600000000000002,0,0,0.4,0,0.9000000000000004,0.031000000000000028,22,-6,3,1,-3,0,0,2
Michael A. Taylor,KCR,-13,5.3999999999999995,0.6999999999999993,0.19,-7.1,-22.800000000000004,-0.11199999999999996,-0.07100000000000001,-0.259,-0.32900000000000007,-0.14600000000000002,-4.7,-0.09800000000000003,-0.1,0,-0.1,-7,-5.699999999999999,-0.123,-87,-3,-9,2,-3,-6,-1,2
Trea Turner,LAD,5,-3,6.700000000000003,-0.25,-7.1,-10.700000000000003,-0.141,-0.139,-0.21499999999999997,-0.354,-0.07299999999999998,0.9000000000000004,-0.12100000000000005,0,0,0,-8,-8.2,-0.14100000000000001,-96,-3,-8,-2,-2,5,0,2
Alejandro Kirk,TOR,-5,-7,-7,0,-7.3999999999999995,-0.6000000000000014,-0.05399999999999994,-0.09400000000000003,-0.21799999999999997,-0.31299999999999994,-0.164,0.20000000000000018,-0.056999999999999995,0.10000000000000009,0,0,-7,-6.5,-0.12100000000000005,-85,-4,-3,-5,-3,-7,0,2
Javier Baez,DET,7,-3.5,12.4,-0.35,-7.9,-13.399999999999999,-0.05000000000000002,-0.07300000000000001,-0.16400000000000003,-0.2370000000000001,-0.11399999999999999,-2.5,0.016000000000000014,0,0,-0.1,-4,-5.1,-0.09599999999999997,-67,0,-1,-2,-2,0,-3,2
Vladimir Guerrero Jr.,TOR,-9,-7.9,4.600000000000001,-0.52,-7.999999999999998,-16.300000000000004,-0.032999999999999974,-0.09999999999999998,-0.11100000000000004,-0.21100000000000008,-0.07700000000000001,-0.6000000000000001,-0.013000000000000012,0.1,0,0,-7,-6.2,-0.09200000000000003,-65,-7,-3,-7,-2,-1,0,2
Nathaniel Lowe,TEX,-3,6.200000000000001,-7.799999999999997,0.44999999999999996,-7.999999999999999,-1.1999999999999957,-0.02999999999999997,0.016000000000000014,-0.16399999999999992,-0.14800000000000002,-0.134,-0.20000000000000018,-0.03799999999999998,0,0,0.8,-4,-3.0000000000000004,-0.051000000000000045,-36,1,-4,4,-3,-5,0,2
Tomas Nido,NYM,-13,6.700000000000001,-1.5,0.39,-8.3,1.3999999999999986,0.0040000000000000036,0.04200000000000001,0.037000000000000005,0.07900000000000001,0.033,0.7000000000000002,0.0020000000000000018,0.19999999999999996,0,0,1,2.5,0.03900000000000001,27,1,-2,2,0,-1,0,2
Cavan Biggio,TOR,-5,-4.799999999999999,6.899999999999999,-0.30999999999999994,-8.400000000000002,-11.099999999999998,-0.037000000000000005,-0.05399999999999999,-0.199,-0.253,-0.162,-2.0999999999999996,0.024999999999999967,0,-0.09999999999999998,0.1,-4,-3.7,-0.09199999999999997,-66,-2,-2,-3,-2,-6,0,2
Ronald Acuna Jr.,ATL,-16,3.799999999999999,-1.3999999999999986,0.24,-8.899999999999999,4.700000000000003,0.01999999999999999,0.05099999999999999,-0.07300000000000006,-0.02200000000000002,-0.093,1.4000000000000004,0.06299999999999997,-0.19999999999999996,-0.1,0.7999999999999999,-2,-0.09999999999999998,0.0020000000000000018,1,-2,-3,1,-3,-1,2,2
Travis d'Arnaud,ATL,6,5.5,6.4,0.17000000000000004,-8.9,-4.100000000000001,-0.08099999999999999,-0.066,-0.369,-0.43500000000000005,-0.28900000000000003,-1,-0.00599999999999995,0,0,-0.1,-6,-5.8,-0.16500000000000004,-112,-4,-2,3,-3,-8,0,2
Seth Brown,OAK,-7,-3,-9.100000000000001,-0.07999999999999999,-9.5,-7.799999999999997,-0.063,-0.06999999999999998,-0.18400000000000005,-0.253,-0.12,-2.4,-0.07499999999999998,0,0,-0.8,-5,-4.8,-0.10399999999999995,-73,-4,-5,-2,-3,-9,-2,2
Dansby Swanson,ATL,-2,-2.4,5.800000000000001,-0.15000000000000002,-10.200000000000001,-12,-0.154,-0.16999999999999998,-0.389,-0.559,-0.23399999999999996,1.8000000000000003,-0.122,0,0,1,-14,-14.2,-0.22699999999999998,-155,-9,-11,-2,-6,-10,1,2
Brandon Marsh,LAA,-23,-2.8999999999999995,-1.6000000000000014,-0.06,-10.7,3.1000000000000014,0.055999999999999994,0.04600000000000001,-0.0040000000000000036,0.04300000000000004,-0.05900000000000001,4.699999999999999,0.13099999999999998,0,-0.1,0.39999999999999997,0,2.1999999999999997,0.01999999999999999,14,-2,-1,-3,-2,0,2,2
Ryan Mountcastle,BAL,-14,2.3,1.6000000000000014,0.07,-10.7,-30.099999999999994,-0.07400000000000001,-0.05499999999999994,-0.15599999999999997,-0.21000000000000008,-0.08200000000000002,3.3,-0.08000000000000002,0,0.09999999999999998,0.9,-7,-5.1,-0.08500000000000002,-60,-3,-9,1,-2,-6,2,2
Jack Suwinski,PIT,-6,-0.3000000000000007,-15,0.16000000000000003,-11.1,-18.900000000000002,-0.034999999999999976,-0.01799999999999996,-0.187,-0.20700000000000007,-0.152,1.3,-0.032,0,0,-0.8,-4,-3.5,-0.06699999999999995,-45,-4,-3,-1,-4,-5,0,2
Bobby Witt Jr.,KCR,-8,3.499999999999999,-4.700000000000003,0.26,-12.200000000000001,-22.4,-0.026000000000000023,0.007999999999999952,-0.21400000000000008,-0.20500000000000007,-0.189,-2.0999999999999996,-0.007000000000000006,0,0,0.39999999999999997,-4,-3.7,-0.062,-43,-4,-4,2,-3,-1,4,2
Jared Walsh,LAA,-16,2.4,-2.6999999999999957,0.08000000000000002,-14,-21.800000000000004,-0.132,-0.12000000000000002,-0.356,-0.4749999999999999,-0.224,-1.9,-0.16899999999999998,0.09999999999999998,0,0.1,-10,-8.4,-0.19099999999999995,-134,-3,-11,1,-3,-6,0,2
Matt Vierling,PHI,1,11.2,6.5,0.44999999999999996,-14.3,-5.700000000000003,-0.03600000000000003,0.03799999999999998,-0.16900000000000004,-0.13200000000000012,-0.134,1,0.03999999999999998,0,0,0.7,-2,-1.6,-0.045999999999999985,-31,-1,-3,5,-3,2,0,2
Nelson Cruz,WSN,-9,-3.200000000000001,-5.399999999999999,-0.050000000000000044,-14.5,8.799999999999997,-0.04200000000000001,-0.04999999999999999,-0.266,-0.31500000000000006,-0.22400000000000003,-1.4,-0.04099999999999998,0,0.09999999999999998,-0.2,-7,-6,-0.11699999999999997,-80,-1,-4,-3,-3,-5,-1,2
Josh Bell,WSN,-3,-7.699999999999999,-2.0999999999999996,-0.4,-14.7,-0.09999999999999432,-0.04099999999999998,-0.08000000000000007,-0.25899999999999995,-0.3390000000000001,-0.218,-1.9,0.019000000000000017,0.10000000000000003,0,0,-7,-6.6,-0.11100000000000004,-75,-3,-1,-6,-5,-12,0,2
Mike Trout,LAA,-7,-7.2,9.399999999999999,-0.29000000000000004,-15.099999999999998,-3.299999999999997,-0.15999999999999998,-0.18000000000000005,-0.623,-0.8039999999999999,-0.46399999999999997,0.10000000000000009,-0.09099999999999997,0,0,0.2,-16,-15,-0.31200000000000006,-220,-9,-9,-5,-7,-11,1,2
Joey Gallo,NYY,-12,2.6999999999999993,-5.399999999999999,0.14,-16.200000000000003,-30.300000000000004,-0.038000000000000006,-0.008000000000000007,-0.138,-0.14500000000000002,-0.09999999999999998,-1.2000000000000002,-0.035,0,-0.09999999999999998,-0.2,-3,-1.7,-0.046999999999999986,-33,-5,-3,-1,-2,-6,-1,2
Austin Slater,SFG,11,-2.9000000000000004,-3.5,-0.04999999999999999,-18.5,-37.1,0.015000000000000013,-0.01200000000000001,-0.2899999999999999,-0.30099999999999993,-0.304,-2.1000000000000005,0.08100000000000002,0.09999999999999998,0,0.09999999999999998,-1,-2.3999999999999995,-0.10400000000000004,-71,1,4,0,-3,0,1,2
Ryan Jeffers,MIN,4,-12.1,3.5,-0.7000000000000001,-19.200000000000003,-9.199999999999996,-0.10199999999999995,-0.178,-0.2579999999999999,-0.43500000000000005,-0.15599999999999997,-0.7999999999999998,-0.122,0,0,0,-4,-4.8,-0.17600000000000005,-124,-3,-1,-4,0,-1,0,2
Seby Zavala,CHW,19,4.8999999999999995,-8.100000000000001,0.20000000000000004,-22.2,-14.399999999999999,0.01599999999999996,0.07500000000000001,-0.10499999999999998,-0.030000000000000027,-0.12100000000000002,-0.5,0.035999999999999976,-0.4,0.2,-0.1,3,0.7000000000000001,0.008000000000000007,5,1,5,3,-1,2,0,2
